name,title,duration,country,director,genre,cast,kp_rating,kp_votes_num,imdb_rating,imdb_votes_num 
...А зори здесь тихие  (1972) 160 мин.,(1972),160 мин.,СССР,реж. Станислав Ростоцкий,"['(драма,', 'военный,', 'история)']","Елена Драпеко, Екатерина Маркова, ...",8.514,198 836,IMDb: 8.20,4 121
12 разгневанных мужчин 12 Angry Men (1956) 96 мин.,12 Angry Men (1956),96 мин.,США,реж. Сидни Люмет,"['(драма,', 'детектив,', 'криминал)']","Генри Фонда, Мартин Болсам, ...",8.514,109 202,IMDb: 9.00,736 581
Гоблин  (сериал) Dokkaebi (2016 – 2017) 75 мин.,Dokkaebi (2016 – 2017),75 мин.,Корея Южная,реж. Ли Ын-бок,"['(фэнтези,', 'мелодрама,', 'драма...)']","Кон Ю, Ким Го-ын, ...",8.513,26 341,IMDb: 8.60,16 142
"Хороший, плохой, злой Il buono, il brutto, il cattivo (1966) 178 мин.","Il buono, il brutto, il cattivo (1966)",178 мин.,Италия,реж. Серджио Леоне,['(вестерн)'],"Клинт Иствуд, Ли Ван Клиф, ...",8.512,134 390,IMDb: 8.80,723 290
Гикор  (1982) 84 мин.,(1982),84 мин.,СССР,реж. Сергей Исраелян,"['(драма,', 'семейный)']","Альберт Гулинян, Сос Саркисян, ...",8.512,935,IMDb: 7.20,89
Крылья России  (сериал)  (2008) 52 мин.,(2008),52 мин.,Россия,реж. Андрей Кулясов,['(документальный)'],"Александр Клюквин, Александр Логинов, ...",8.511,810,,
"Поймай меня, если сможешь Catch Me If You Can (2002) 141 мин.",Catch Me If You Can (2002),141 мин.,США,реж. Стивен Спилберг,"['(криминал,', 'биография,', 'комедия)']","Леонардо ДиКаприо, Том Хэнкс, ...",8.510,451 695,IMDb: 8.10,898 212
12 стульев  (мини-сериал)  (1976) 290 мин.,(1976),290 мин.,СССР,реж. Марк Захаров,"['(комедия,', 'детектив,', 'приключения)']","Андрей Миронов, Анатолий Папанов, ...",8.510,68 901,IMDb: 8.30,4 727
Бриллиантовая рука  (1968) 94 мин.,(1968),94 мин.,СССР,реж. Леонид Гайдай,"['(комедия,', 'приключения,', 'криминал)']","Юрий Никулин, Андрей Миронов, ...",8.508,509 854,IMDb: 8.40,14 102
Черное зеркало  (сериал) Black Mirror (2011 – 2019) 43 мин.,Black Mirror (2011 – 2019),43 мин.,Великобритания,реж. Оуэн Харрис...,"['(фантастика,', 'триллер,', 'драма)']","Рори Киннер, Дэниэл Калуя, ...",8.506,231 778,IMDb: 8.80,487 917
Приключение в пространстве и времени  (ТВ) An Adventure in Space and Time (2013) 90 мин.,An Adventure in Space and Time (2013),90 мин.,Великобритания,реж. Терри МакДонаф,"['(драма,', 'биография,', 'история)']","Дэвид Брэдли, Росс Герни-Рэндалл, ...",8.505,2 004,IMDb: 8.30,6 754
"Вот оно – это всё That's It, That's All. (2008) 63 мин.","That's It, That's All. (2008)",63 мин.,США,реж. Курт Морган,"['(документальный,', 'спорт,', 'приключения)']","Джейк Бловелт, Кайл Клэнси, ...",8.503,1 009,IMDb: 8.40,1 067
Милен Фармер 2019 – в кино Mylene Farmer 2019 – Le Film (2019) 120 мин.,Mylene Farmer 2019 – Le Film (2019),120 мин.,Франция,реж. Франсуа Ансс,['(концерт)'],"Милен Фармер, ...",8.503,1 000,,
Джентльмены The Gentlemen (2019) 113 мин.,The Gentlemen (2019),113 мин.,Великобритания,реж. Гай Ричи,"['(криминал,', 'комедия,', 'боевик)']","Мэттью МакКонахи, Чарли Ханнэм, ...",8.499,866 098,IMDb: 7.80,287 163
Темный рыцарь The Dark Knight (2008) 152 мин.,The Dark Knight (2008),152 мин.,США,реж. Кристофер Нолан,"['(фантастика,', 'боевик,', 'триллер...)']","Кристиан Бэйл, Хит Леджер, ...",8.497,536 411,IMDb: 9.00,2 443 796
Остров проклятых Shutter Island (2009) 138 мин.,Shutter Island (2009),138 мин.,США,реж. Мартин Скорсезе,"['(триллер,', 'детектив,', 'драма)']","Леонардо ДиКаприо, Марк Руффало, ...",8.496,602 031,IMDb: 8.20,1 209 940
Твин Пикс  (сериал) Twin Peaks (1990 – 2017) 47 мин.,Twin Peaks (1990 – 2017),47 мин.,США,реж. Дэвид Линч...,"['(триллер,', 'драма,', 'криминал...)']","Кайл МакЛоклен, Майкл Онткин, ...",8.496,109 391,IMDb: 8.80,186 518
Пророк Юсуф  (сериал) Yousuf e Payambar (2008) 40 мин.,Yousuf e Payambar (2008),40 мин.,Иран,реж. Фараджулла Салахшур,"['(драма,', 'история,', 'военный)']","Мустафа Замани, Махмуд Пак Ният, ...",8.496,809,IMDb: 7.30,4 015
Матрица The Matrix (1999) 136 мин.,The Matrix (1999),136 мин.,США,реж. Лана Вачовски...,"['(фантастика,', 'боевик)']","Киану Ривз, Лоренс Фишбёрн, ...",8.495,564 609,IMDb: 8.70,1 778 240
Огни большого города City Lights (1931) 87 мин.,City Lights (1931),87 мин.,США,реж. Чарльз Чаплин,"['(комедия,', 'мелодрама,', 'драма)']","Вирджиния Черрилл, Гарри Майерс, ...",8.494,55 446,IMDb: 8.50,177 299
Мой мистер  (сериал) Naui ajeossi (2018) 70 мин.,Naui ajeossi (2018),70 мин.,Корея Южная,реж. Ким Вон-сок...,"['(драма,', 'мелодрама)']","Ли Сон-гюн, Ли Джи-ын, ...",8.494,1 266,IMDb: 9.10,4 656
Охотник х Охотник  (сериал) Hunter x Hunter (2011 – 2014) 25 мин.,Hunter x Hunter (2011 – 2014),25 мин.,Япония,реж. Хироси Кодзина,"['(аниме,', 'мультфильм,', 'комедия...)']","Мэгуми Хан, Мария Исэ, ...",8.493,7 806,IMDb: 9.00,75 271
Байкал. Удивительные приключения Юмы  (2020) 63 мин.,(2020),63 мин.,Россия,реж. Анастасия Попова,['(семейный)'],"Константин Хабенский, Чулпан Хаматова, ...",8.491,24 673,,
Мир наизнанку  (сериал)  (2010 – ...) 45 мин.,(2010 – ...),45 мин.,Украина,реж. Дмитрий Комаров,"['(реальное', 'ТВ,', 'документальный)']","Дмитрий Комаров, ...",8.490,9 499,IMDb: 8.90,116
Русская пятёрка The Russian Five (2018) 102 мин.,The Russian Five (2018),102 мин.,США,реж. Джошуа Риль,"['(документальный,', 'спорт)']","Владимир Константинов, Вячеслав Фетисов, ...",8.489,3 143,IMDb: 8.20,1 186
Полли Покет  (сериал) Polly Pocket (2018) 22 мин.,Polly Pocket (2018),22 мин.,Канада,реж. Брент Бочар...,"['(мультфильм,', 'комедия,', 'детский...)']","Эмили Теннант, Шеннон Чан-Кент, ...",8.486,1 092,IMDb: 6.70,101
Глаз Божий  (ТВ)  (2012) 150 мин.,(2012),150 мин.,Россия,реж. Иван Скворцов...,"['(документальный,', 'драма,', 'история)']","Леонид Парфенов, Олег Табаков, ...",8.485,2 013,IMDb: 8.10,90
Шоу Фрая и Лори  (сериал) A Bit of Fry and Laurie (1987 – 1995) 30 мин.,A Bit of Fry and Laurie (1987 – 1995),30 мин.,Великобритания,реж. Роджер Ордиш...,"['(комедия,', 'музыка)']","Стивен Фрай, Хью Лори, ...",8.482,6 922,IMDb: 8.30,9 318
Говорящий Том: Минимульты  (сериал) Talking Tom Shorts (2014 – 2017) ,Talking Tom Shorts (2014 – 2017),,США,,['(мультфильм)'],,8.477,2 920,,
Нодамэ Кантабиле  (сериал) Nodame kantâbire (2007 – 2010) 25 мин.,Nodame kantâbire (2007 – 2010),25 мин.,Япония,реж. Кэнъити Касаи...,"['(аниме,', 'мультфильм,', 'комедия...)']",,8.475,3 502,IMDb: 8.10,1 194
Гинтама 2 Gekijouban Gintama Kanketsu-hen: Yorozuyayo eien nare (2013) 110 мин.,Gekijouban Gintama Kanketsu-hen: Yorozuyayo eien nare (2013),110 мин.,Япония,реж. Ёити Фудзита,"['(аниме,', 'мультфильм,', 'фантастика...)']","Томокадзу Сугита, Даисукэ Сакагути, ...",8.472,1 523,IMDb: 8.30,2 416
Прослушка  (сериал) The Wire (2002 – 2008) 60 мин.,The Wire (2002 – 2008),60 мин.,США,реж. Джо Чаппелль...,"['(триллер,', 'драма,', 'криминал)']","Доминик Уэст, Лэнс Реддик, ...",8.470,24 278,IMDb: 9.30,309 410
Идиот  (сериал)  (2003) 55 мин.,(2003),55 мин.,Россия,реж. Владимир Бортко,['(драма)'],"Евгений Миронов, Владимир Машков, ...",8.468,27 021,IMDb: 8.40,1 917
Марта Купер: История о граффити Martha: A Picture Story (2019) 82 мин.,Martha: A Picture Story (2019),82 мин.,США,реж. Selina Miles,"['(документальный,', 'биография)']","Колин Кэссиди, Martha Cooper, ...",8.468,638,IMDb: 7.70,151
Человек с киноаппаратом   (1929) 68 мин.,(1929),68 мин.,СССР,реж. Дзига Вертов,['(документальный)'],"Михаил Кауфман, ...",8.466,12 348,IMDb: 8.40,23 992
Опаснейший человек на планете  (ТВ) Fedor: The Baddest Man on the Planet (2009) 42 мин.,Fedor: The Baddest Man on the Planet (2009),42 мин.,США,,"['(документальный,', 'спорт)']","Федор Емельяненко, ...",8.465,576,IMDb: 8.40,100
Свидетели  (2015) 44 мин.,(2015),44 мин.,Россия,реж. Овез Нарлиев,"['(документальный,', 'история)']","Александр Клюквин, ...",8.463,576,,
"Путешествие Гордона, Джино и Фреда  (сериал) Gordon, Gino & Fred's Road Trip (2018) 60 мин.","Gordon, Gino & Fred's Road Trip (2018)",60 мин.,Великобритания,реж. Сэм Кэмпбелл,"['(реальное', 'ТВ,', 'комедия,', 'приключения)']","Гордон Рамзи, Джино Д’Акампо, ...",8.462,1 971,IMDb: 8.50,1 143
Мы и наши горы  (1969) 95 мин.,(1969),95 мин.,СССР,реж. Генрих Малян,"['(драма,', 'комедия)']","Сос Саркисян, Фрунзик Мкртчян, ...",8.462,1 662,IMDb: 7.80,351
"И в печали, и в радости... Kabhi Khushi Kabhie Gham... (2001) 210 мин.",Kabhi Khushi Kabhie Gham... (2001),210 мин.,Индия,реж. Каран Джохар,"['(мюзикл,', 'драма,', 'мелодрама)']","Амитабх Баччан, Джая Бхадури, ...",8.461,11 129,IMDb: 7.40,47 543
