name,title,duration,country,director,genre,cast,kp_rating,kp_votes_num,imdb_rating,imdb_votes_num 
Принцесса Мононоке Mononoke-hime (1997) 134 мин.,Mononoke-hime (1997),134 мин.,Япония,реж. Хаяо Миядзаки,"['(аниме,', 'мультфильм,', 'фэнтези...)']","Ёдзи Мацуда, Юрико Исида, ...",8.167,125 804,IMDb: 8.40,368 594
Импровизация  (сериал)  (2016) 48 мин.,(2016),48 мин.,Россия,реж. Роман Новиков,"['(ток-шоу,', 'комедия)']","Павел Воля, Антон Шастун, ...",8.167,29 484,,
Сказки Серого Волка Revolting Rhymes (2016-2016) 60 мин.,Revolting Rhymes (2016-2016),60 мин.,Великобритания,реж. Ян Лахойер...,"['(мультфильм,', 'фэнтези,', 'драма...)']","Доминик Уэст, Роуз Лесли, ...",8.167,10 450,IMDb: 7.90,295
Би-2. Горизонт событий. Documentary  (2019) 69 мин.,(2019),69 мин.,Россия,реж. Игорь Шмелев,"['(документальный,', 'музыка)']",,8.167,719,,
Месть без предела  (сериал) Vengeance Unlimited (1998 – 1999) 50 мин.,Vengeance Unlimited (1998 – 1999),50 мин.,США,реж. Джеймс Фроули...,"['(драма,', 'криминал)']","Майкл Мэдсен, Кэтлин Йорк, ...",8.167,548,IMDb: 8.80,1 067
Формула любви  (ТВ)  (1984) 90 мин.,(1984),90 мин.,СССР,реж. Марк Захаров,"['(мелодрама,', 'комедия)']","Нодар Мгалоблишвили, Александр Абдулов, ...",8.166,54 591,IMDb: 8.10,2 391
Судьба  (1977) 170 мин.,(1977),170 мин.,СССР,реж. Евгений Матвеев,"['(драма,', 'мелодрама,', 'военный)']","Евгений Матвеев, Зинаида Кириенко, ...",8.166,4 430,IMDb: 7.60,92
Приключения в каникулы  (сериал) Spadla z oblakov (1978) 25 мин.,Spadla z oblakov (1978),25 мин.,Чехословакия,реж. Радим Цврчек,"['(фантастика,', 'семейный,', 'фэнтези...)']","Зузана Правняньска, Матей Ландл, ...",8.166,865,IMDb: 7.60,228
Серебряный конь  (сериал) The Silver Brumby (1998) 25 мин.,The Silver Brumby (1998),25 мин.,Австралия,,"['(мультфильм,', 'приключения)']","Ричард Аспел, Леа Кэмпбелл, ...",8.166,589,IMDb: 7.80,141
Не покидай…  (ТВ)  (1989) 140 мин.,(1989),140 мин.,СССР,реж. Леонид Нечаев,"['(мюзикл,', 'фэнтези,', 'комедия)']","Вячеслав Невинный, Лидия Федосеева-Шукшина, ...",8.165,4 908,IMDb: 7.90,209
Адвокат дьявола The Devil's Advocate (1997) 144 мин.,The Devil's Advocate (1997),144 мин.,США,реж. Тейлор Хэкфорд,"['(триллер,', 'фэнтези,', 'драма...)']","Киану Ривз, Аль Пачино, ...",8.164,342 472,IMDb: 7.50,350 546
Эдди Мерфи без купюр  Eddie Murphy: Raw (1987) 93 мин.,Eddie Murphy: Raw (1987),93 мин.,США,реж. Роберт Таунзенд,"['(документальный,', 'комедия)']","Эдди Мёрфи, Татьяна Али, ...",8.163,22 652,IMDb: 7.70,19 282
Обратной дороги нет  (мини-сериал)  (1970) 205 мин.,(1970),205 мин.,СССР,реж. Григорий Липшиц,['(военный)'],"Николай Олялин, Николай Мерзликин, ...",8.163,5 776,,
Влюблённые Mohabbatein (2000) 216 мин.,Mohabbatein (2000),216 мин.,Индия,реж. Адитья Чопра,"['(мюзикл,', 'драма,', 'мелодрама)']","Амитабх Баччан, Шах Рукх Кхан, ...",8.163,3 267,IMDb: 7.10,28 798
Знахарь Znachor (1981) 133 мин.,Znachor (1981),133 мин.,Польша,реж. Ежи Гоффман,"['(драма,', 'мелодрама)']","Ежи Биньчицкий, Анна Дымна, ...",8.162,50 766,IMDb: 7.80,2 673
Эту пару создал бог Rab Ne Bana Di Jodi (2008) 167 мин.,Rab Ne Bana Di Jodi (2008),167 мин.,Индия,реж. Адитья Чопра,"['(драма,', 'мелодрама,', 'комедия...)']","Шах Рукх Кхан, Анушка Шарма, ...",8.162,5 957,IMDb: 7.20,46 245
Привидение Ghost (1990) 127 мин.,Ghost (1990),127 мин.,США,реж. Джерри Цукер,"['(мелодрама,', 'фэнтези,', 'триллер...)']","Патрик Суэйзи, Деми Мур, ...",8.161,230 963,IMDb: 7.10,207 638
Молодой Морс  (сериал) Endeavour (2012 – ...) 90 мин.,Endeavour (2012 – ...),90 мин.,Великобритания,реж. Шон Эванс...,"['(драма,', 'криминал,', 'детектив)']","Шон Эванс, Роджер Аллам, ...",8.161,13 246,IMDb: 8.60,22 407
Соль Земли  The Salt of the Earth (2014) 110 мин.,The Salt of the Earth (2014),110 мин.,Франция,реж. Джулиано Рибейру Сальгаду...,"['(документальный,', 'биография,', 'история)']","Себастьян Сальгадо, Вим Вендерс, ...",8.161,8 161,IMDb: 8.50,20 968
Фри-соло Free Solo (2018) 100 мин.,Free Solo (2018),100 мин.,США,реж. Джимми Чин...,"['(документальный,', 'приключения,', 'спорт)']","Алекс Хоннольд, Томми Колдуэлл, ...",8.161,6 255,IMDb: 8.20,60 511
Пятая печать Az ötödik pecsét (1976) 111 мин.,Az ötödik pecsét (1976),111 мин.,Венгрия,реж. Золтан Фабри,"['(драма,', 'военный)']","Лайош Эзе, Ласло Маркуш, ...",8.161,3 975,IMDb: 8.70,4 343
Эллен: Шоу Эллен ДеДженерес  (сериал) Ellen: The Ellen DeGeneres Show (2003 – 2021) 43 мин.,Ellen: The Ellen DeGeneres Show (2003 – 2021),43 мин.,США,реж. Лиз Патрик...,"['(ток-шоу,', 'комедия)']","Эллен ДеДженерес, Stephen Boss, ...",8.161,2 974,IMDb: 6.70,16 518
Вдовы  (1976) 90 мин.,(1976),90 мин.,СССР,реж. Сергей Микаэлян,['(драма)'],"Галина Макарова, Галина Скоробогатова, ...",8.161,810,IMDb: 7.30,48
Разрушители легенд  (сериал) MythBusters (2003 – ...) 43 мин.,MythBusters (2003 – ...),43 мин.,США,реж. Элис Дэллоу...,"['(документальный,', 'реальное', 'ТВ,', 'детектив)']","Роберт Ли, Джэйми Хайнеман, ...",8.160,23 200,IMDb: 8.30,51 476
Цып-цып  (сериал)  (2017 – ...) ,(2017 – ...),,Россия,реж. Евгений Савин,"['(мультфильм,', 'детский)']","Полина Савина, ...",8.160,4 347,,
Романтичный доктор Ким Са-бу  (сериал) Nangmandakteo Kim Sa-boo (2016 – 2020) 75 мин.,Nangmandakteo Kim Sa-boo (2016 – 2020),75 мин.,Корея Южная,реж. Ю Ин-щик...,"['(драма,', 'мелодрама)']","Хан Сок-кю, Ю Ён-сок, ...",8.160,995,IMDb: 8.30,1 852
Леди и бродяга Lady and the Tramp (1955) 76 мин.,Lady and the Tramp (1955),76 мин.,США,реж. Клайд Джероними...,"['(мультфильм,', 'мюзикл,', 'мелодрама...)']","Пегги Ли, Ларри Робертс, ...",8.159,113 651,IMDb: 7.30,129 234
Доктор Лиза  (2020) 120 мин.,(2020),120 мин.,Россия,реж. Оксана Карас,"['(драма,', 'биография)']","Чулпан Хаматова, Анджей Хыра, ...",8.159,71 391,,
Таксист Taeksi unjeonsa (2017) 137 мин.,Taeksi unjeonsa (2017),137 мин.,Корея Южная,реж. Чан Хун,"['(история,', 'драма,', 'биография)']","Сон Кан-хо, Томас Кречман, ...",8.159,47 253,IMDb: 7.90,20 780
Свидетель обвинения Witness for the Prosecution (1957) 116 мин.,Witness for the Prosecution (1957),116 мин.,США,реж. Билли Уайлдер,"['(драма,', 'детектив,', 'триллер...)']","Тайрон Пауэр, Марлен Дитрих, ...",8.159,19 110,IMDb: 8.40,117 544
Служили два товарища  (1968) 93 мин.,(1968),93 мин.,СССР,реж. Евгений Карелов,"['(драма,', 'комедия,', 'военный)']","Олег Янковский, Ролан Быков, ...",8.159,17 112,IMDb: 8.00,1 086
"Инцидент, или Случай в метро The Incident (1967) 107 мин.",The Incident (1967),107 мин.,США,реж. Ларри Пирс,"['(триллер,', 'драма,', 'криминал)']","Тони Мусанте, Мартин Шин, ...",8.159,2 143,IMDb: 7.70,3 867
На несколько долларов больше Per qualche dollaro in più (1965) 130 мин.,Per qualche dollaro in più (1965),130 мин.,Италия,реж. Серджио Леоне,"['(вестерн,', 'драма,', 'боевик)']","Клинт Иствуд, Ли Ван Клиф, ...",8.158,52 393,IMDb: 8.20,245 405
По семейным обстоятельствам  (ТВ)  (1978) 128 мин.,(1978),128 мин.,СССР,реж. Алексей Коренев,"['(драма,', 'комедия)']","Галина Польских, Евгений Евстигнеев, ...",8.158,30 688,IMDb: 7.80,944
Пиноккио  (сериал) Pinokio (2014 – 2015) 60 мин.,Pinokio (2014 – 2015),60 мин.,Корея Южная,реж. Чо Су-вон,"['(детектив,', 'мелодрама)']","Ли Джон-сок, Пак Щин-хе, ...",8.158,9 549,IMDb: 8.10,6 213
Юнона и Авось  (ТВ)  (1983) 83 мин.,(1983),83 мин.,СССР,реж. Марк Захаров,"['(мюзикл,', 'драма,', 'мелодрама...)']","Николай Караченцов, Елена Шанина, ...",8.158,9 499,IMDb: 7.90,171
Девдас Devdas (2002) 185 мин.,Devdas (2002),185 мин.,Индия,реж. Санджай Лила Бхансали,"['(мюзикл,', 'драма,', 'мелодрама...)']","Шах Рукх Кхан, Айшвария Рай Баччан, ...",8.158,5 065,IMDb: 7.60,40 615
Мононокэ  (сериал) Mononoke (2007) 25 мин.,Mononoke (2007),25 мин.,Япония,реж. Накамура Кэндзи...,"['(аниме,', 'мультфильм,', 'ужасы...)']","Такахиро Сакурай, Риэ Танака, ...",8.158,2 415,IMDb: 8.30,2 024
Гарри Поттер и узник Азкабана Harry Potter and the Prisoner of Azkaban (2004) 142 мин.,Harry Potter and the Prisoner of Azkaban (2004),142 мин.,Великобритания,реж. Альфонсо Куарон,"['(фэнтези,', 'приключения,', 'семейный)']","Дэниэл Рэдклифф, Руперт Гринт, ...",8.157,452 889,IMDb: 7.90,586 196
"Ван Гог. С любовью, Винсент Loving Vincent (2017) 94 мин.",Loving Vincent (2017),94 мин.,Польша,реж. Дорота Кобела...,"['(мультфильм,', 'биография,', 'драма...)']","Дуглас Бут, Джош Бердетт, ...",8.157,35 240,IMDb: 7.80,54 850
Дарья  (сериал) Daria (1997 – 2001) 22 мин.,Daria (1997 – 2001),22 мин.,США,реж. Карен Дишер...,"['(мультфильм,', 'драма,', 'мелодрама...)']","Трэйси Грэндстафф, Венди Хупес, ...",8.157,33 791,IMDb: 8.10,24 302
Четыре танкиста и собака  (сериал) Czterej pancerni i pies (1966 – 1970) 55 мин.,Czterej pancerni i pies (1966 – 1970),55 мин.,Польша,реж. Конрад Налецкий...,"['(приключения,', 'военный)']","Януш Гайос, Франчишек Печка, ...",8.157,6 218,IMDb: 7.80,1 422
Щит и меч: Фильм второй  (1968) 153 мин.,(1968),153 мин.,СССР,реж. Владимир Басов,"['(драма,', 'военный,', 'приключения)']","Станислав Любшин, Валентина Титова, ...",8.157,4 373,,
Долина Волков  (сериал) Kurtlar Vadisi (2003 – 2005) 90 мин.,Kurtlar Vadisi (2003 – 2005),90 мин.,Турция,реж. Нил Мандт...,"['(боевик,', 'триллер,', 'драма...)']","Керем Фыртына, Эрдем Эргюней, ...",8.157,721,IMDb: 7.60,14 772
Холм одного дерева  (сериал) One Tree Hill (2003 – 2012) 43 мин.,One Tree Hill (2003 – 2012),43 мин.,США,реж. Грегори Прэндж...,"['(драма,', 'мелодрама,', 'спорт)']","Чад Майкл Мюррэй, Джеймс Лэфферти, ...",8.156,16 757,IMDb: 7.70,75 830
Сага о Винланде  (сериал) Vinland Saga (2019 – ...) 23 мин.,Vinland Saga (2019 – ...),23 мин.,Япония,реж. Сюхэй Ябута,"['(аниме,', 'мультфильм,', 'боевик...)']","Юто Уэмура, Мицухиро Итики, ...",8.156,7 662,IMDb: 8.80,24 079
Семь поколений рок-н-ролла  (сериал) Seven Ages of Rock (2007) 47 мин.,Seven Ages of Rock (2007),47 мин.,Великобритания,реж. Себастьян Барфилд...,['(документальный)'],"Джулиан Райнд-Татт, Charles Shaar Murray, ...",8.156,2 977,IMDb: 8.40,619
Культура употребления The Culture High (2014) 120 мин.,The Culture High (2014),120 мин.,Великобритания,реж. Бретт Харви,"['(документальный,', 'новости)']","Джо Роган, Снуп Догг, ...",8.156,1 452,IMDb: 8.20,3 660
Капернаум Capharnaüm (2018) 126 мин.,Capharnaüm (2018),126 мин.,Ливан,реж. Надин Лабаки,['(драма)'],"Зейн Аль Раффеа, Йорданос Шифероу, ...",8.155,129 464,IMDb: 8.40,77 757
Бандитский Петербург 2: Адвокат  (сериал)  (2000) 366 мин.,(2000),366 мин.,Россия,реж. Владимир Бортко,"['(драма,', 'мелодрама,', 'криминал)']","Дмитрий Певцов, Ольга Дроздова, ...",8.155,49 963,IMDb: 8.00,743
Летучая мышь  (ТВ)  (1978) 141 мин.,(1978),141 мин.,СССР,реж. Ян Фрид,"['(мюзикл,', 'комедия)']","Юрий Соломин, Людмила Максакова, ...",8.155,13 475,IMDb: 7.80,385
Полкино  (сериал)  (2010 – ...) 43 мин.,(2010 – ...),43 мин.,Россия,реж. Андрей Меняев,"['(новости,', 'ток-шоу,', 'комедия)']","Пётр Иващенко, Инна Королёва, ...",8.155,3 214,IMDb: 7.10,53
"Три билборда на границе Эббинга, Миссури Three Billboards Outside Ebbing, Missouri (2017) 115 мин.","Three Billboards Outside Ebbing, Missouri (2017)",115 мин.,Великобритания,реж. Мартин МакДона,"['(драма,', 'криминал)']","Фрэнсис МакДорманд, Сэм Рокуэлл, ...",8.154,322 571,IMDb: 8.10,471 477
Семь самураев Shichinin no samurai (1954) 207 мин.,Shichinin no samurai (1954),207 мин.,Япония,реж. Акира Куросава,"['(драма,', 'приключения)']","Тосиро Мифунэ, Такаси Симура, ...",8.154,42 903,IMDb: 8.60,331 303
Наруто: Ураганные хроники  (сериал) Naruto: Shippûden (2007 – 2017) 24 мин.,Naruto: Shippûden (2007 – 2017),24 мин.,Япония,реж. Хаято Датэ...,"['(аниме,', 'мультфильм,', 'фантастика...)']","Дзюнко Такэути, Майли Флэнеген, ...",8.154,41 456,IMDb: 8.60,102 668
Щит и меч  (мини-сериал)  (1968) 325 мин.,(1968),325 мин.,СССР,реж. Владимир Басов,"['(драма,', 'военный,', 'приключения)']","Станислав Любшин, Георгий Мартынюк, ...",8.154,15 504,IMDb: 7.80,579
Преступление и наказание  (1969) 221 мин.,(1969),221 мин.,СССР,реж. Лев Кулиджанов,['(драма)'],"Георгий Тараторкин, Иннокентий Смоктуновский, ...",8.154,8 254,IMDb: 7.90,1 147
Подранки  (1976) 93 мин.,(1976),93 мин.,СССР,реж. Николай Губенко,['(драма)'],"Юозас Будрайтис, Георгий Бурков, ...",8.154,5 028,IMDb: 7.60,345
Реутов ТВ  (сериал)  (2010 – 2013) 25 мин.,(2010 – 2013),25 мин.,Россия,,"['(реальное', 'ТВ,', 'комедия)']","Сергей Мезенцев, Владимир Маркони, ...",8.154,4 624,,
Кухня  (сериал)  (2012 – 2016) 25 мин.,(2012 – 2016),25 мин.,Россия,реж. Дмитрий Дьяченко...,['(комедия)'],"Дмитрий Назаров, Марк Богатырев, ...",8.153,226 593,IMDb: 8.50,4 618
Амадей Amadeus (1984) 153 мин.,Amadeus (1984),153 мин.,США,реж. Милош Форман,"['(драма,', 'биография,', 'история...)']","Том Халс, Ф. Мюррэй Абрахам, ...",8.153,57 748,IMDb: 8.30,384 733
Наследники  (сериал) Sangsokjadeul (2013) 65 мин.,Sangsokjadeul (2013),65 мин.,Корея Южная,реж. Кан Щин-хё...,"['(мелодрама,', 'драма)']","Ли Мин-хо, Пак Щин-хе, ...",8.153,23 044,IMDb: 7.50,9 254
Мифы Древней Греции  (сериал) Les Grands Mythes (2014 – 2021) 26 мин.,Les Grands Mythes (2014 – 2021),26 мин.,Франция,реж. Сильвен Бержер...,"['(мультфильм,', 'документальный,', 'фэнтези)']",,8.153,614,IMDb: 8.70,418
Деловые люди  (1963) 84 мин.,(1963),84 мин.,СССР,реж. Леонид Гайдай,"['(драма,', 'комедия,', 'вестерн)']","Ростислав Плятт, Георгий Вицин, ...",8.152,25 659,IMDb: 7.60,1 151
Звездные врата: Атлантида  (сериал) Stargate: Atlantis (2004 – 2009) 43 мин.,Stargate: Atlantis (2004 – 2009),43 мин.,Канада,реж. Мартин Вуд...,"['(фантастика,', 'боевик,', 'драма...)']","Джо Флениган, Аманда Таппинг, ...",8.152,19 888,IMDb: 8.10,63 964
Сцены из супружеской жизни  (мини-сериал) Scenes from a Marriage (2021) 54 мин.,Scenes from a Marriage (2021),54 мин.,США,реж. Хагай Леви,['(драма)'],"Джессика Честейн, Оскар Айзек, ...",8.152,11 129,IMDb: 8.10,11 847
"Человек, который спит Un homme qui dort (1974) 77 мин.",Un homme qui dort (1974),77 мин.,Франция,реж. Бернар Кейзанн,['(драма)'],"Жак Списсер, Людмила Микаэль, ...",8.152,4 930,IMDb: 8.10,3 464
Старомодная комедия  (1978) 92 мин.,(1978),92 мин.,СССР,реж. Эра Савельева...,"['(мелодрама,', 'комедия)']","Алиса Фрейндлих, Игорь Владимиров, ...",8.152,2 689,IMDb: 7.70,78
72 метра  (мини-сериал)  (2004) 52 мин.,(2004),52 мин.,Россия,реж. Владимир Хотиненко,"['(боевик,', 'триллер,', 'драма)']","Сергей Маковецкий, Марат Башаров, ...",8.152,1 887,,
Ищите женщину  (ТВ)  (1982) 152 мин.,(1982),152 мин.,СССР,реж. Алла Сурикова,"['(детектив,', 'комедия,', 'криминал)']","Софико Чиаурели, Леонид Куравлёв, ...",8.151,21 440,IMDb: 7.90,762
Тайна  (сериал) Bimil (2013) 60 мин.,Bimil (2013),60 мин.,Корея Южная,реж. Ли Ын-бок...,['(мелодрама)'],"Хван Джон-ым, Чи Сон, ...",8.151,2 912,IMDb: 8.10,1 109
Папа Baabul (2006) 169 мин.,Baabul (2006),169 мин.,Индия,реж. Рави Чопра,"['(драма,', 'мелодрама,', 'семейный)']","Амитабх Баччан, Салман Кхан, ...",8.151,1 377,IMDb: 5.40,3 259
Наш двор 2  (видео) Our Yard (1998) 138 мин.,Our Yard (1998),138 мин.,Армения,реж. Микаэл Довлатян,"['(мюзикл,', 'комедия)']","Грант Тохатян, Армен Хостикян, ...",8.151,552,IMDb: 7.50,100
Евдокия  (1961) 106 мин.,(1961),106 мин.,СССР,реж. Татьяна Лиознова,['(драма)'],"Людмила Хитяева, Николай Лебедев, ...",8.150,6 299,IMDb: 7.50,113
Джордж Карлин: Вы все больны  (ТВ) George Carlin: You Are All Diseased (1999) 65 мин.,George Carlin: You Are All Diseased (1999),65 мин.,США,реж. Рокко Урбиски,['(комедия)'],"Джордж Карлин, ...",8.150,3 983,IMDb: 8.60,4 112
Земля Earth (2007) 90 мин.,Earth (2007),90 мин.,Великобритания,реж. Аластер Фотергилл...,['(документальный)'],"Джеймс Эрл Джонс, Патрик Стюарт, ...",8.150,1 274,IMDb: 8.00,14 442
Майкл Джексон: Number Ones  (видео) Michael Jackson: Number Ones (2003) 91 мин.,Michael Jackson: Number Ones (2003),91 мин.,США,реж. Стив Бэррон...,['(музыка)'],"Майкл Джексон, Форрест Дж Экерман, ...",8.150,1 072,IMDb: 8.70,1 434
Отчаянные домохозяйки  (сериал) Desperate Housewives (2004 – 2012) 43 мин.,Desperate Housewives (2004 – 2012),43 мин.,США,реж. Дэвид Гроссман...,"['(драма,', 'мелодрама,', 'комедия...)']","Тери Хэтчер, Фелисити Хаффман, ...",8.149,149 389,IMDb: 7.50,122 405
100 тысяч минут вместе  (сериал)  (2020 – ...) 24 мин.,(2020 – ...),24 мин.,Украина,реж. Руслан Ханумак,['(комедия)'],"Руслан Ханумак, Дарья Рыбак, ...",8.149,24 693,,
Звёздные войны: Эпизод 6 – Возвращение Джедая Star Wars: Episode VI - Return of the Jedi (1983) 131 мин.,Star Wars: Episode VI - Return of the Jedi (1983),131 мин.,США,реж. Ричард Маркуэнд,"['(фантастика,', 'боевик,', 'фэнтези...)']","Марк Хэмилл, Харрисон Форд, ...",8.148,229 612,IMDb: 8.30,993 537
"Наши матери, наши отцы  (мини-сериал) Unsere Mütter, unsere Väter (2013) 90 мин.","Unsere Mütter, unsere Väter (2013)",90 мин.,Германия,реж. Филипп Кадельбах,"['(боевик,', 'драма,', 'военный...)']","Фолькер Брух, Том Шиллинг, ...",8.148,28 487,IMDb: 8.50,28 152
Вторая свадьба  (сериал) Punar Vivah (2012 – ...) 23 мин.,Punar Vivah (2012 – ...),23 мин.,Индия,реж. Siddhartha Vankar...,"['(драма,', 'мелодрама)']","Гурмит Чаудхари, Кратика Сенгар, ...",8.148,7 705,IMDb: 3.60,1 891
Призрак в доспехах: Синдром одиночки – Одиннадцать индивидуалистов  (видео) Kôkaku kidôtai: S.A.C. 2nd GIG - Individual eleven (2006) 162 мин.,Kôkaku kidôtai: S.A.C. 2nd GIG - Individual eleven (2006),162 мин.,Япония,реж. Кэндзи Камияма,"['(аниме,', 'мультфильм,', 'фантастика...)']",,8.148,2 248,IMDb: 8.40,2 988
Нюрнбергский процесс Judgment at Nuremberg (1961) 179 мин.,Judgment at Nuremberg (1961),179 мин.,США,реж. Стэнли Крамер,"['(драма,', 'военный)']","Спенсер Трэйси, Берт Ланкастер, ...",8.147,15 012,IMDb: 8.20,74 196
Криминальная Россия  (сериал)  (1995 – 2007) 45 мин.,(1995 – 2007),45 мин.,Россия,реж. Дэвид Гамбург...,"['(документальный,', 'криминал)']","Сергей Полянский, Сергей Волкош, ...",8.147,4 546,IMDb: 8.20,69
Маржела: Своими словами Martin Margiela: In His Own Words (2019) 90 мин.,Martin Margiela: In His Own Words (2019),90 мин.,Германия,реж. Райнер Хольцемер,"['(документальный,', 'биография)']","Мартин Маржела, Карла Содзани, ...",8.147,2 027,IMDb: 7.40,234
Поминальная молитва  (ТВ)  (1993) 180 мин.,(1993),180 мин.,Россия,реж. Виктор Безега...,['(драма)'],"Евгений Леонов, Любовь Матюшина, ...",8.147,1 209,IMDb: 6.20,28
Тест на беременность  (сериал)  (2014) 52 мин.,(2014),52 мин.,Россия,реж. Михаил Вайнберг...,['(мелодрама)'],"Светлана Иванова, Кирилл Гребенщиков, ...",8.146,54 788,IMDb: 7.30,45
Тихий Дон  (1957) 350 мин.,(1957),350 мин.,СССР,реж. Сергей Герасимов,"['(драма,', 'военный)']","Петр Глебов, Элина Быстрицкая, ...",8.146,34 661,IMDb: 7.80,1 146
Отряд Хваран  (сериал) Hwarang (2016 – 2017) 70 мин.,Hwarang (2016 – 2017),70 мин.,Корея Южная,реж. Юн Сон-щик,"['(история,', 'комедия,', 'мелодрама...)']","Пак Со-джун, Пак Хён-щик, ...",8.146,14 021,IMDb: 8.00,3 051
Цвет граната  (1968) 74 мин.,(1968),74 мин.,СССР,реж. Сергей Параджанов,"['(драма,', 'биография,', 'история...)']","Софико Чиаурели, Мелкоп Алексаян, ...",8.146,5 091,IMDb: 7.70,10 186
Падший ангел Laaga Chunari Mein Daag: Journey of a Woman (2007) 122 мин.,Laaga Chunari Mein Daag: Journey of a Woman (2007),122 мин.,Индия,реж. Прадип Саркар,"['(драма,', 'мелодрама,', 'семейный)']","Рани Мукхерджи, Джая Бхадури, ...",8.146,1 431,IMDb: 5.40,2 419
Пиратские острова  (сериал) Pirate Islands (2003) 22 мин.,Pirate Islands (2003),22 мин.,Австралия,реж. Грант Браун...,"['(фантастика,', 'семейный,', 'фэнтези...)']","Брук Харман, Николас Дональдсон, ...",8.146,728,IMDb: 7.40,285
Кояанискатси  Koyaanisqatsi (1983) 87 мин.,Koyaanisqatsi (1983),87 мин.,США,реж. Годфри Реджио,"['(документальный,', 'музыка)']","Эдвард Эснер, Пат Бенатар, ...",8.145,8 964,IMDb: 8.30,37 213
Эта сумасшедшая молодежь Yeh Jawaani Hai Deewani (2013) 160 мин.,Yeh Jawaani Hai Deewani (2013),160 мин.,Индия,реж. Аян Мукхерджи,"['(мюзикл,', 'драма,', 'мелодрама)']","Ранбир Капур, Дипика Падукон, ...",8.145,1 661,IMDb: 7.20,41 625
Евгений Гришковец: +1  (видео)  (2013) 140 мин.,(2013),140 мин.,Россия,реж. Владимир Алексеев,[],"Евгений Гришковец, ...",8.145,1 610,,
"Эти разные, разные, разные лица  (ТВ)  (1971) 81 мин.",(1971),81 мин.,СССР,реж. Игорь Ильинский...,"['(комедия,', 'приключения)']","Игорь Ильинский, ...",8.145,773,IMDb: 7.60,66
Хроника пикирующего бомбардировщика  (1967) 78 мин.,(1967),78 мин.,СССР,реж. Наум Бирман,['(военный)'],"Геннадий Сайфулин, Олег Даль, ...",8.144,8 822,IMDb: 7.50,255
Хозяйка детского дома  (ТВ)  (1983) 195 мин.,(1983),195 мин.,СССР,реж. Валерий Кремнев,"['(драма,', 'мелодрама)']","Наталья Гундарева, Любовь Соколова, ...",8.144,2 459,IMDb: 7.80,33
Д`Артаньян и три мушкетера  (мини-сериал)  (1979) 250 мин.,(1979),250 мин.,СССР,реж. Георгий Юнгвальд-Хилькевич,"['(мюзикл,', 'приключения,', 'история)']","Михаил Боярский, Вениамин Смехов, ...",8.143,77 308,IMDb: 7.90,3 397
Крёстный отец Гарлема  (сериал) Godfather of Harlem (2019 – ...) 55 мин.,Godfather of Harlem (2019 – ...),55 мин.,США,реж. Джо Чаппелль...,"['(драма,', 'криминал)']","Форест Уитакер, Найджел Тэтч, ...",8.143,27 233,IMDb: 8.00,11 027
Мама Гарри Поттера  (ТВ) J.K. Rowling: A Year in the Life (2007) 60 мин.,J.K. Rowling: A Year in the Life (2007),60 мин.,Великобритания,реж. Джеймс Ранси,['(документальный)'],"Джеймс Ранси, Дж.К. Роулинг, ...",8.143,869,IMDb: 8.00,473
Остаться в живых  (сериал) Lost (2004 – 2010) 43 мин.,Lost (2004 – 2010),43 мин.,США,реж. Джек Бендер...,"['(фантастика,', 'детектив,', 'фэнтези...)']","Мэттью Фокс, Эванджелин Лилли, ...",8.142,244 507,IMDb: 8.30,523 235
Чудак из пятого «Б»  (1972) 90 мин.,(1972),90 мин.,СССР,реж. Илья Фрэз,"['(комедия,', 'семейный,', 'детский)']","Андрей Войновский, Роза Агишева, ...",8.142,5 164,IMDb: 7.70,80
Планета-океан Planet Ocean (2012) 94 мин.,Planet Ocean (2012),94 мин.,Франция,реж. Янн Артюс-Бертран...,['(документальный)'],"Джош Дюамель, ...",8.142,3 136,IMDb: 7.90,1 487
Хроники Рэдволла: Мартин Воитель  (мини-сериал) Martin the Warrior: A Tale of Redwall (2001) 30 мин.,Martin the Warrior: A Tale of Redwall (2001),30 мин.,Канада,реж. Реймонд Джэфелис,"['(мультфильм,', 'фэнтези,', 'мелодрама...)']","Амос Кроули, Диего Матаморос, ...",8.142,766,IMDb: 7.90,130
Гран Торино Gran Torino (2008) 116 мин.,Gran Torino (2008),116 мин.,США,реж. Клинт Иствуд,['(драма)'],"Клинт Иствуд, Би Ванг, ...",8.141,247 717,IMDb: 8.10,746 568
Ох уж этот экстрасенс Сайки Кусуо!  (сериал) Saiki Kusuo no Psi Nan (2016 – 2018) 5 мин.,Saiki Kusuo no Psi Nan (2016 – 2018),5 мин.,Япония,реж. Хироаки Сакураи,"['(аниме,', 'мультфильм,', 'фантастика...)']","Хироси Камия, Даисукэ Оно, ...",8.141,4 031,IMDb: 8.40,5 526
Сердце говорит: «Вперед»! Dil Bole Hadippa! (2009) 148 мин.,Dil Bole Hadippa! (2009),148 мин.,Индия,реж. Анураг Сингх,"['(драма,', 'комедия,', 'спорт)']","Шахид Капур, Рани Мукхерджи, ...",8.141,2 395,IMDb: 4.60,4 051
Цветочки после ягодок 2  (сериал) Hana yori dango 2 (2007) 46 мин.,Hana yori dango 2 (2007),46 мин.,Япония,реж. Исии Ясухару...,['(драма)'],"Мао Иноуэ, Дзюн Мацумото, ...",8.141,1 749,IMDb: 7.70,1 639
